Using device: cuda

Loading language model and tokenizer...
Loading embedding model and tokenizer...
Loading dataset...
Original data size: 36718
Filtered data size: 17148
Total (filtered) data points: 17148
Reference data points (15%): 2572
Training data points (68%): 11644
Validation data points (17%): 2911

Creating training and validation sequences...
Holdout evaluation before iterations:
Prompt:  However , as Hung notes , he " is the only Chinese poet whose influence grew with time " , and his works began to increase in popularity in the ninth century . Early positive comments came from Bai Juyi , who praised the moral sentiments of some of Du Fu 's works ( although he found these in only a
Candidate 1:  few places of the country ), , in which "the poetry becomes more romantic and self-conscious rather than full-fledged poetry". .

The late Nineteenth–First Century of Chinese Literature, China, a very fine century of Chinese poets, was dominated by many Chinese poets ( among them Gao Tengf
Candidate 2:  vague sense ).

The book, The Long History of the Song Hao (1st English 1570), was published by the American American College of Artists in September 1571. The author, who was once president of the United States of America, praised the great work of Du Fu 's successor in Japan as
Candidate 3:  brief period of time ) , as well as general admirers. A number of influential Chinese poets published works like " The Great Chinese Song". Another noteworthy poem for the Chinese poetry of the seventeenth century was " The Golden Song" by Li Ling (or " the Golden Song", Chinese for " golden orchid") ,
Prompt:  In 2000 Boulter had a guest @-@ starring role on the television series The Bill ; he portrayed " Scott Parry " in the episode , " In Safe Hands " . Boulter starred as " Scott " in the play Herons written by Simon Stephens , which was performed in 2001 at the Royal Court
Candidate 1: .  and in 1997 " Herons was featured on the film "The Man with the Dragon Tattoo" , which is credited with promoting the story of Herons''.  In 2002 boulter starring as " Sarah  in the " Sarah - s "  season  was featured in the television miniseries "
Candidate 2:  of Versailles " ". (Sheikh)

In March 2003, Boulter was cast as " Sheik" in the play "Farewell " with " Vadim " " in the role .

He has also starred in the play "The Man Who Died" as both " She
Candidate 3: 

In 1982 He also played an American as Dr. Jack Homan , and in 1985 also played a native American in New York , as well as a Spanish native as   Marjorie " in the musical Herons , and in 1987 he played a native Spanish American in a play He " . He also
Prompt:  He had a recurring role in 2003 on two episodes of The Bill , as character " Connor Price " . In 2004 Boulter landed a role as " Craig " in the episode " Teddy 's Story " of the television series The Long Firm ; he starred alongside actors Mark Strong and Derek Jacobi . Boulter
Candidate 1: 's real name is James Wylie & was born in Chicago, Illinois and moved to New Zealand in 1962. In 1976, Boulter graduated from Southern Illinois University with a degree in political science. He then began his career as an instructor at the University of Maryland. He also worked at the Harvard University Medical School
Candidate 2:  was a cast member on the show during the 1980s.

On October 29th 2000 John Kivira won the first ever Golden Globe for his portrayal of the character of " The Doctor " . He returned for his second outing in 2000 , to play  the Doctor  in a film about The Doctor, starring
Candidate 3:  also worked as The Great British Bake Off's host in 2010, and in 2012, was confirmed as the winner of the ITV soap opera, The Cooked by Chris, which aired on Sky News. Boulter was originally introduced in the episode " The Last Straw " on 4 July 2013.

Boulter
Fine-tuning Model 0 on initial training data...
{'loss': 1.6778, 'grad_norm': 11.278069496154785, 'learning_rate': 2.1247869969851883e-05, 'epoch': 1.73}
{'loss': 1.7333, 'grad_norm': 10.408134460449219, 'learning_rate': 2.118233058067899e-05, 'epoch': 1.73}
{'loss': 1.6758, 'grad_norm': 10.953083038330078, 'learning_rate': 2.1116791191506095e-05, 'epoch': 1.73}
{'loss': 1.6092, 'grad_norm': 11.178828239440918, 'learning_rate': 2.10512518023332e-05, 'epoch': 1.74}
{'loss': 1.7283, 'grad_norm': 9.82327651977539, 'learning_rate': 2.098571241316031e-05, 'epoch': 1.74}
{'loss': 1.7297, 'grad_norm': 11.74973201751709, 'learning_rate': 2.0920173023987417e-05, 'epoch': 1.75}
{'loss': 1.6841, 'grad_norm': 10.41191577911377, 'learning_rate': 2.0854633634814523e-05, 'epoch': 1.75}
{'loss': 1.7666, 'grad_norm': 11.901357650756836, 'learning_rate': 2.0789094245641632e-05, 'epoch': 1.75}
{'loss': 1.7325, 'grad_norm': 11.666583061218262, 'learning_rate': 2.072355485646874e-05, 'epoch': 1.76}
{'loss': 1.6877, 'grad_norm': 9.918571472167969, 'learning_rate': 2.0658015467295848e-05, 'epoch': 1.76}
{'loss': 1.6231, 'grad_norm': 11.86837100982666, 'learning_rate': 2.059247607812295e-05, 'epoch': 1.77}
{'loss': 1.6921, 'grad_norm': 10.770367622375488, 'learning_rate': 2.052693668895006e-05, 'epoch': 1.77}
{'loss': 1.6894, 'grad_norm': 11.873273849487305, 'learning_rate': 2.0461397299777166e-05, 'epoch': 1.77}
{'loss': 1.6317, 'grad_norm': 10.333476066589355, 'learning_rate': 2.0395857910604276e-05, 'epoch': 1.78}
{'loss': 1.6796, 'grad_norm': 11.440229415893555, 'learning_rate': 2.0330318521431382e-05, 'epoch': 1.78}
{'loss': 1.7109, 'grad_norm': 11.773492813110352, 'learning_rate': 2.0264779132258488e-05, 'epoch': 1.79}
{'loss': 1.7827, 'grad_norm': 11.785979270935059, 'learning_rate': 2.0199239743085597e-05, 'epoch': 1.79}
{'loss': 1.7637, 'grad_norm': 10.323525428771973, 'learning_rate': 2.0133700353912703e-05, 'epoch': 1.79}
{'loss': 1.7958, 'grad_norm': 12.588010787963867, 'learning_rate': 2.006816096473981e-05, 'epoch': 1.8}
{'loss': 1.7078, 'grad_norm': 11.796430587768555, 'learning_rate': 2.0002621575566915e-05, 'epoch': 1.8}
{'loss': 1.7381, 'grad_norm': 10.963465690612793, 'learning_rate': 1.9937082186394025e-05, 'epoch': 1.8}
{'loss': 1.7062, 'grad_norm': 11.414773941040039, 'learning_rate': 1.987154279722113e-05, 'epoch': 1.81}
{'loss': 1.634, 'grad_norm': 10.593157768249512, 'learning_rate': 1.9806003408048237e-05, 'epoch': 1.81}
{'loss': 1.6657, 'grad_norm': 10.551018714904785, 'learning_rate': 1.9740464018875347e-05, 'epoch': 1.82}
{'loss': 1.6886, 'grad_norm': 13.097460746765137, 'learning_rate': 1.9674924629702453e-05, 'epoch': 1.82}
{'loss': 1.6706, 'grad_norm': 10.478909492492676, 'learning_rate': 1.960938524052956e-05, 'epoch': 1.82}
{'loss': 1.7282, 'grad_norm': 9.357301712036133, 'learning_rate': 1.9543845851356665e-05, 'epoch': 1.83}
{'loss': 1.6884, 'grad_norm': 10.286386489868164, 'learning_rate': 1.9478306462183774e-05, 'epoch': 1.83}
{'loss': 1.7336, 'grad_norm': 11.138053894042969, 'learning_rate': 1.941276707301088e-05, 'epoch': 1.84}
{'loss': 1.7095, 'grad_norm': 10.15343189239502, 'learning_rate': 1.9347227683837986e-05, 'epoch': 1.84}
{'loss': 1.6411, 'grad_norm': 10.604735374450684, 'learning_rate': 1.9281688294665096e-05, 'epoch': 1.84}
{'loss': 1.5748, 'grad_norm': 11.246671676635742, 'learning_rate': 1.9216148905492202e-05, 'epoch': 1.85}
{'loss': 1.7062, 'grad_norm': 11.499829292297363, 'learning_rate': 1.9150609516319308e-05, 'epoch': 1.85}
{'loss': 1.6973, 'grad_norm': 12.735381126403809, 'learning_rate': 1.9085070127146414e-05, 'epoch': 1.86}
{'loss': 1.7139, 'grad_norm': 12.802087783813477, 'learning_rate': 1.9019530737973524e-05, 'epoch': 1.86}
{'loss': 1.673, 'grad_norm': 10.43236255645752, 'learning_rate': 1.895399134880063e-05, 'epoch': 1.86}
{'loss': 1.7182, 'grad_norm': 14.666296005249023, 'learning_rate': 1.8888451959627736e-05, 'epoch': 1.87}
{'loss': 1.7101, 'grad_norm': 10.672815322875977, 'learning_rate': 1.8822912570454845e-05, 'epoch': 1.87}
{'loss': 1.6312, 'grad_norm': 10.7384614944458, 'learning_rate': 1.875737318128195e-05, 'epoch': 1.88}
{'loss': 1.7182, 'grad_norm': 12.420098304748535, 'learning_rate': 1.869183379210906e-05, 'epoch': 1.88}
{'loss': 1.7287, 'grad_norm': 11.883955955505371, 'learning_rate': 1.8626294402936163e-05, 'epoch': 1.88}
{'loss': 1.7619, 'grad_norm': 11.728257179260254, 'learning_rate': 1.8560755013763273e-05, 'epoch': 1.89}
{'loss': 1.7306, 'grad_norm': 12.400483131408691, 'learning_rate': 1.849521562459038e-05, 'epoch': 1.89}
{'loss': 1.6855, 'grad_norm': 11.143662452697754, 'learning_rate': 1.842967623541749e-05, 'epoch': 1.9}
{'loss': 1.6262, 'grad_norm': 11.769085884094238, 'learning_rate': 1.8364136846244594e-05, 'epoch': 1.9}
{'loss': 1.713, 'grad_norm': 11.799134254455566, 'learning_rate': 1.82985974570717e-05, 'epoch': 1.9}
{'loss': 1.7699, 'grad_norm': 11.168159484863281, 'learning_rate': 1.823305806789881e-05, 'epoch': 1.91}
{'loss': 1.6662, 'grad_norm': 11.215156555175781, 'learning_rate': 1.8167518678725916e-05, 'epoch': 1.91}
{'loss': 1.6079, 'grad_norm': 10.734391212463379, 'learning_rate': 1.8101979289553022e-05, 'epoch': 1.92}
{'loss': 1.6628, 'grad_norm': 12.736623764038086, 'learning_rate': 1.8036439900380128e-05, 'epoch': 1.92}
{'loss': 1.675, 'grad_norm': 10.375420570373535, 'learning_rate': 1.7970900511207238e-05, 'epoch': 1.92}
{'loss': 1.6977, 'grad_norm': 10.316546440124512, 'learning_rate': 1.7905361122034344e-05, 'epoch': 1.93}
{'loss': 1.8279, 'grad_norm': 11.665435791015625, 'learning_rate': 1.783982173286145e-05, 'epoch': 1.93}
{'loss': 1.6707, 'grad_norm': 10.70082950592041, 'learning_rate': 1.777428234368856e-05, 'epoch': 1.93}
{'loss': 1.6216, 'grad_norm': 11.451404571533203, 'learning_rate': 1.7708742954515665e-05, 'epoch': 1.94}
{'loss': 1.7041, 'grad_norm': 10.9431791305542, 'learning_rate': 1.764320356534277e-05, 'epoch': 1.94}
{'loss': 1.6999, 'grad_norm': 10.301045417785645, 'learning_rate': 1.7577664176169877e-05, 'epoch': 1.95}
{'loss': 1.689, 'grad_norm': 11.398757934570312, 'learning_rate': 1.7512124786996987e-05, 'epoch': 1.95}
{'loss': 1.6314, 'grad_norm': 10.956475257873535, 'learning_rate': 1.7446585397824093e-05, 'epoch': 1.95}
{'loss': 1.7742, 'grad_norm': 12.172060012817383, 'learning_rate': 1.73810460086512e-05, 'epoch': 1.96}
{'loss': 1.7071, 'grad_norm': 11.850749969482422, 'learning_rate': 1.731550661947831e-05, 'epoch': 1.96}
{'loss': 1.6844, 'grad_norm': 10.466476440429688, 'learning_rate': 1.7249967230305415e-05, 'epoch': 1.97}
{'loss': 1.8078, 'grad_norm': 11.490401268005371, 'learning_rate': 1.718442784113252e-05, 'epoch': 1.97}
{'loss': 1.5856, 'grad_norm': 12.020506858825684, 'learning_rate': 1.7118888451959627e-05, 'epoch': 1.97}
{'loss': 1.7461, 'grad_norm': 11.15780258178711, 'learning_rate': 1.7053349062786736e-05, 'epoch': 1.98}
{'loss': 1.7096, 'grad_norm': 10.637374877929688, 'learning_rate': 1.6987809673613842e-05, 'epoch': 1.98}
{'loss': 1.7028, 'grad_norm': 12.809944152832031, 'learning_rate': 1.692227028444095e-05, 'epoch': 1.99}
{'loss': 1.677, 'grad_norm': 12.067168235778809, 'learning_rate': 1.6856730895268058e-05, 'epoch': 1.99}
{'loss': 1.6207, 'grad_norm': 10.397588729858398, 'learning_rate': 1.6791191506095164e-05, 'epoch': 1.99}
{'loss': 1.6627, 'grad_norm': 10.993400573730469, 'learning_rate': 1.6725652116922273e-05, 'epoch': 2.0}
{'loss': 1.4977, 'grad_norm': 9.667665481567383, 'learning_rate': 1.6660112727749376e-05, 'epoch': 2.0}
{'loss': 1.3245, 'grad_norm': 10.573704719543457, 'learning_rate': 1.6594573338576486e-05, 'epoch': 2.01}
{'loss': 1.3282, 'grad_norm': 10.630220413208008, 'learning_rate': 1.652903394940359e-05, 'epoch': 2.01}
{'loss': 1.3583, 'grad_norm': 8.87574577331543, 'learning_rate': 1.64634945602307e-05, 'epoch': 2.01}
{'loss': 1.3825, 'grad_norm': 10.74336051940918, 'learning_rate': 1.6397955171057807e-05, 'epoch': 2.02}
{'loss': 1.3346, 'grad_norm': 10.093697547912598, 'learning_rate': 1.6332415781884913e-05, 'epoch': 2.02}
{'loss': 1.3593, 'grad_norm': 10.56165599822998, 'learning_rate': 1.6266876392712023e-05, 'epoch': 2.03}
{'loss': 1.3098, 'grad_norm': 12.522194862365723, 'learning_rate': 1.620133700353913e-05, 'epoch': 2.03}
{'loss': 1.3678, 'grad_norm': 11.2835054397583, 'learning_rate': 1.6135797614366235e-05, 'epoch': 2.03}
{'loss': 1.4056, 'grad_norm': 10.23779010772705, 'learning_rate': 1.607025822519334e-05, 'epoch': 2.04}
{'loss': 1.2835, 'grad_norm': 11.164326667785645, 'learning_rate': 1.600471883602045e-05, 'epoch': 2.04}
{'loss': 1.3543, 'grad_norm': 9.857272148132324, 'learning_rate': 1.5939179446847556e-05, 'epoch': 2.04}
{'loss': 1.3117, 'grad_norm': 13.192655563354492, 'learning_rate': 1.5873640057674662e-05, 'epoch': 2.05}
{'loss': 1.2723, 'grad_norm': 10.080317497253418, 'learning_rate': 1.5808100668501772e-05, 'epoch': 2.05}
{'loss': 1.2767, 'grad_norm': 10.313019752502441, 'learning_rate': 1.5742561279328878e-05, 'epoch': 2.06}
{'loss': 1.3115, 'grad_norm': 9.375140190124512, 'learning_rate': 1.5677021890155984e-05, 'epoch': 2.06}
{'loss': 1.3791, 'grad_norm': 11.022492408752441, 'learning_rate': 1.561148250098309e-05, 'epoch': 2.06}
{'loss': 1.3391, 'grad_norm': 9.837454795837402, 'learning_rate': 1.55459431118102e-05, 'epoch': 2.07}
{'loss': 1.3337, 'grad_norm': 10.445903778076172, 'learning_rate': 1.5480403722637306e-05, 'epoch': 2.07}
{'loss': 1.3263, 'grad_norm': 10.318258285522461, 'learning_rate': 1.5414864333464412e-05, 'epoch': 2.08}
{'loss': 1.2669, 'grad_norm': 10.81797981262207, 'learning_rate': 1.534932494429152e-05, 'epoch': 2.08}
{'loss': 1.3957, 'grad_norm': 11.836222648620605, 'learning_rate': 1.5283785555118627e-05, 'epoch': 2.08}
{'loss': 1.3173, 'grad_norm': 11.11793327331543, 'learning_rate': 1.5218246165945735e-05, 'epoch': 2.09}
{'loss': 1.3169, 'grad_norm': 10.167140007019043, 'learning_rate': 1.5152706776772841e-05, 'epoch': 2.09}
{'loss': 1.3605, 'grad_norm': 10.439695358276367, 'learning_rate': 1.5087167387599949e-05, 'epoch': 2.1}
{'loss': 1.3786, 'grad_norm': 12.388049125671387, 'learning_rate': 1.5021627998427055e-05, 'epoch': 2.1}
{'loss': 1.3073, 'grad_norm': 10.664373397827148, 'learning_rate': 1.4956088609254163e-05, 'epoch': 2.1}
{'loss': 1.4406, 'grad_norm': 11.869616508483887, 'learning_rate': 1.489054922008127e-05, 'epoch': 2.11}
{'loss': 1.3291, 'grad_norm': 11.49364185333252, 'learning_rate': 1.4825009830908377e-05, 'epoch': 2.11}
{'loss': 1.3389, 'grad_norm': 11.75356674194336, 'learning_rate': 1.4759470441735484e-05, 'epoch': 2.12}
{'loss': 1.3709, 'grad_norm': 13.294814109802246, 'learning_rate': 1.469393105256259e-05, 'epoch': 2.12}
{'loss': 1.359, 'grad_norm': 10.43282699584961, 'learning_rate': 1.4628391663389698e-05, 'epoch': 2.12}
{'loss': 1.3787, 'grad_norm': 10.06451416015625, 'learning_rate': 1.4562852274216804e-05, 'epoch': 2.13}
{'loss': 1.3984, 'grad_norm': 10.992827415466309, 'learning_rate': 1.4497312885043912e-05, 'epoch': 2.13}
{'loss': 1.4076, 'grad_norm': 12.222453117370605, 'learning_rate': 1.443177349587102e-05, 'epoch': 2.14}
{'loss': 1.3563, 'grad_norm': 10.478620529174805, 'learning_rate': 1.4366234106698126e-05, 'epoch': 2.14}
{'loss': 1.3633, 'grad_norm': 11.668203353881836, 'learning_rate': 1.4300694717525234e-05, 'epoch': 2.14}
{'loss': 1.3462, 'grad_norm': 10.957794189453125, 'learning_rate': 1.423515532835234e-05, 'epoch': 2.15}
{'loss': 1.38, 'grad_norm': 11.978466033935547, 'learning_rate': 1.4169615939179447e-05, 'epoch': 2.15}
{'loss': 1.3571, 'grad_norm': 11.35816764831543, 'learning_rate': 1.4104076550006554e-05, 'epoch': 2.15}
{'loss': 1.3077, 'grad_norm': 11.340086936950684, 'learning_rate': 1.4038537160833661e-05, 'epoch': 2.16}
{'loss': 1.3722, 'grad_norm': 10.406450271606445, 'learning_rate': 1.397299777166077e-05, 'epoch': 2.16}
{'loss': 1.3099, 'grad_norm': 10.419553756713867, 'learning_rate': 1.3907458382487875e-05, 'epoch': 2.17}
{'loss': 1.4474, 'grad_norm': 12.361188888549805, 'learning_rate': 1.3841918993314985e-05, 'epoch': 2.17}
{'loss': 1.3025, 'grad_norm': 11.145760536193848, 'learning_rate': 1.3776379604142089e-05, 'epoch': 2.17}
{'loss': 1.3559, 'grad_norm': 10.52066707611084, 'learning_rate': 1.3710840214969198e-05, 'epoch': 2.18}
{'loss': 1.3236, 'grad_norm': 10.069229125976562, 'learning_rate': 1.3645300825796303e-05, 'epoch': 2.18}
{'loss': 1.3315, 'grad_norm': 12.383218765258789, 'learning_rate': 1.3579761436623412e-05, 'epoch': 2.19}
{'loss': 1.3225, 'grad_norm': 11.120148658752441, 'learning_rate': 1.3514222047450517e-05, 'epoch': 2.19}
{'loss': 1.3434, 'grad_norm': 11.151299476623535, 'learning_rate': 1.3448682658277626e-05, 'epoch': 2.19}
{'loss': 1.3765, 'grad_norm': 9.13847541809082, 'learning_rate': 1.3383143269104734e-05, 'epoch': 2.2}
{'loss': 1.3481, 'grad_norm': 11.176648139953613, 'learning_rate': 1.331760387993184e-05, 'epoch': 2.2}
{'loss': 1.291, 'grad_norm': 11.851791381835938, 'learning_rate': 1.3252064490758948e-05, 'epoch': 2.21}
{'loss': 1.336, 'grad_norm': 10.336132049560547, 'learning_rate': 1.3186525101586054e-05, 'epoch': 2.21}
{'loss': 1.3331, 'grad_norm': 11.087918281555176, 'learning_rate': 1.3120985712413162e-05, 'epoch': 2.21}
{'loss': 1.3784, 'grad_norm': 10.412728309631348, 'learning_rate': 1.3055446323240268e-05, 'epoch': 2.22}
{'loss': 1.3925, 'grad_norm': 11.277875900268555, 'learning_rate': 1.2989906934067375e-05, 'epoch': 2.22}
{'loss': 1.3727, 'grad_norm': 11.172845840454102, 'learning_rate': 1.2924367544894483e-05, 'epoch': 2.23}
{'loss': 1.2825, 'grad_norm': 10.440150260925293, 'learning_rate': 1.285882815572159e-05, 'epoch': 2.23}
{'loss': 1.3101, 'grad_norm': 13.356043815612793, 'learning_rate': 1.2793288766548697e-05, 'epoch': 2.23}
{'loss': 1.2885, 'grad_norm': 10.624573707580566, 'learning_rate': 1.2727749377375803e-05, 'epoch': 2.24}
{'loss': 1.3864, 'grad_norm': 12.53196907043457, 'learning_rate': 1.2662209988202911e-05, 'epoch': 2.24}
{'loss': 1.4246, 'grad_norm': 11.292682647705078, 'learning_rate': 1.2596670599030017e-05, 'epoch': 2.25}
{'loss': 1.3587, 'grad_norm': 11.33387565612793, 'learning_rate': 1.2531131209857125e-05, 'epoch': 2.25}
{'loss': 1.3566, 'grad_norm': 11.063007354736328, 'learning_rate': 1.2465591820684232e-05, 'epoch': 2.25}
{'loss': 1.3918, 'grad_norm': 11.998553276062012, 'learning_rate': 1.2400052431511339e-05, 'epoch': 2.26}
{'loss': 1.3103, 'grad_norm': 10.229768753051758, 'learning_rate': 1.2334513042338446e-05, 'epoch': 2.26}
{'loss': 1.3841, 'grad_norm': 10.800625801086426, 'learning_rate': 1.2268973653165552e-05, 'epoch': 2.27}
{'loss': 1.3984, 'grad_norm': 11.699088096618652, 'learning_rate': 1.220343426399266e-05, 'epoch': 2.27}
{'loss': 1.4098, 'grad_norm': 10.928303718566895, 'learning_rate': 1.2137894874819768e-05, 'epoch': 2.27}
{'loss': 1.3646, 'grad_norm': 10.251324653625488, 'learning_rate': 1.2072355485646874e-05, 'epoch': 2.28}
{'loss': 1.3426, 'grad_norm': 10.383596420288086, 'learning_rate': 1.2006816096473982e-05, 'epoch': 2.28}
{'loss': 1.3944, 'grad_norm': 13.13935375213623, 'learning_rate': 1.1941276707301088e-05, 'epoch': 2.28}
{'loss': 1.3651, 'grad_norm': 11.252777099609375, 'learning_rate': 1.1875737318128196e-05, 'epoch': 2.29}
{'loss': 1.2818, 'grad_norm': 10.23735237121582, 'learning_rate': 1.1810197928955302e-05, 'epoch': 2.29}
{'loss': 1.3936, 'grad_norm': 11.043603897094727, 'learning_rate': 1.174465853978241e-05, 'epoch': 2.3}
{'loss': 1.4177, 'grad_norm': 11.903237342834473, 'learning_rate': 1.1679119150609517e-05, 'epoch': 2.3}
{'loss': 1.371, 'grad_norm': 11.101880073547363, 'learning_rate': 1.1613579761436625e-05, 'epoch': 2.3}
{'loss': 1.312, 'grad_norm': 10.521241188049316, 'learning_rate': 1.1548040372263731e-05, 'epoch': 2.31}
{'loss': 1.3028, 'grad_norm': 12.134564399719238, 'learning_rate': 1.1482500983090839e-05, 'epoch': 2.31}
{'loss': 1.3569, 'grad_norm': 9.418197631835938, 'learning_rate': 1.1416961593917945e-05, 'epoch': 2.32}
{'loss': 1.3381, 'grad_norm': 10.944000244140625, 'learning_rate': 1.1351422204745053e-05, 'epoch': 2.32}
{'loss': 1.3481, 'grad_norm': 11.175025939941406, 'learning_rate': 1.1285882815572159e-05, 'epoch': 2.32}
{'loss': 1.335, 'grad_norm': 11.517070770263672, 'learning_rate': 1.1220343426399266e-05, 'epoch': 2.33}
{'loss': 1.3956, 'grad_norm': 12.154932975769043, 'learning_rate': 1.1154804037226374e-05, 'epoch': 2.33}
{'loss': 1.3467, 'grad_norm': 11.422905921936035, 'learning_rate': 1.108926464805348e-05, 'epoch': 2.34}
{'loss': 1.3879, 'grad_norm': 11.528160095214844, 'learning_rate': 1.1023725258880588e-05, 'epoch': 2.34}
{'loss': 1.3808, 'grad_norm': 11.231742858886719, 'learning_rate': 1.0958185869707694e-05, 'epoch': 2.34}
{'loss': 1.4671, 'grad_norm': 13.540080070495605, 'learning_rate': 1.0892646480534802e-05, 'epoch': 2.35}
{'loss': 1.2762, 'grad_norm': 10.886750221252441, 'learning_rate': 1.0827107091361908e-05, 'epoch': 2.35}
{'loss': 1.3513, 'grad_norm': 11.21568775177002, 'learning_rate': 1.0761567702189016e-05, 'epoch': 2.36}
{'loss': 1.3808, 'grad_norm': 13.023421287536621, 'learning_rate': 1.0696028313016124e-05, 'epoch': 2.36}
{'loss': 1.3577, 'grad_norm': 11.213051795959473, 'learning_rate': 1.0630488923843231e-05, 'epoch': 2.36}
{'loss': 1.386, 'grad_norm': 10.953601837158203, 'learning_rate': 1.0564949534670337e-05, 'epoch': 2.37}
{'loss': 1.325, 'grad_norm': 10.80225944519043, 'learning_rate': 1.0499410145497445e-05, 'epoch': 2.37}
{'loss': 1.405, 'grad_norm': 9.754240036010742, 'learning_rate': 1.0433870756324551e-05, 'epoch': 2.38}
{'loss': 1.3444, 'grad_norm': 11.238296508789062, 'learning_rate': 1.0368331367151659e-05, 'epoch': 2.38}
{'loss': 1.3083, 'grad_norm': 10.326257705688477, 'learning_rate': 1.0302791977978765e-05, 'epoch': 2.38}
{'loss': 1.3036, 'grad_norm': 10.71316146850586, 'learning_rate': 1.0237252588805873e-05, 'epoch': 2.39}
{'loss': 1.3544, 'grad_norm': 10.973775863647461, 'learning_rate': 1.017171319963298e-05, 'epoch': 2.39}
{'loss': 1.3301, 'grad_norm': 12.349925994873047, 'learning_rate': 1.0106173810460087e-05, 'epoch': 2.39}
{'loss': 1.365, 'grad_norm': 11.312193870544434, 'learning_rate': 1.0040634421287194e-05, 'epoch': 2.4}
{'loss': 1.3185, 'grad_norm': 11.257490158081055, 'learning_rate': 9.9750950321143e-06, 'epoch': 2.4}
{'loss': 1.3864, 'grad_norm': 11.940646171569824, 'learning_rate': 9.909555642941408e-06, 'epoch': 2.41}
{'loss': 1.3405, 'grad_norm': 10.75549030303955, 'learning_rate': 9.844016253768514e-06, 'epoch': 2.41}
{'loss': 1.3882, 'grad_norm': 12.825654983520508, 'learning_rate': 9.778476864595622e-06, 'epoch': 2.41}
{'loss': 1.3155, 'grad_norm': 10.522806167602539, 'learning_rate': 9.71293747542273e-06, 'epoch': 2.42}
{'loss': 1.4009, 'grad_norm': 11.495421409606934, 'learning_rate': 9.647398086249838e-06, 'epoch': 2.42}
{'loss': 1.337, 'grad_norm': 11.151493072509766, 'learning_rate': 9.581858697076944e-06, 'epoch': 2.43}
{'loss': 1.2652, 'grad_norm': 11.295019149780273, 'learning_rate': 9.516319307904051e-06, 'epoch': 2.43}
{'loss': 1.3849, 'grad_norm': 10.848320007324219, 'learning_rate': 9.450779918731158e-06, 'epoch': 2.43}
{'loss': 1.3043, 'grad_norm': 11.51110553741455, 'learning_rate': 9.385240529558265e-06, 'epoch': 2.44}
{'loss': 1.3123, 'grad_norm': 12.266351699829102, 'learning_rate': 9.319701140385371e-06, 'epoch': 2.44}
{'loss': 1.4042, 'grad_norm': 10.135163307189941, 'learning_rate': 9.25416175121248e-06, 'epoch': 2.45}
{'loss': 1.3172, 'grad_norm': 10.979512214660645, 'learning_rate': 9.188622362039587e-06, 'epoch': 2.45}
{'loss': 1.4057, 'grad_norm': 10.350929260253906, 'learning_rate': 9.123082972866693e-06, 'epoch': 2.45}
{'loss': 1.3467, 'grad_norm': 11.55629825592041, 'learning_rate': 9.0575435836938e-06, 'epoch': 2.46}
{'loss': 1.3436, 'grad_norm': 11.240104675292969, 'learning_rate': 8.992004194520907e-06, 'epoch': 2.46}
{'loss': 1.3508, 'grad_norm': 11.33208179473877, 'learning_rate': 8.926464805348015e-06, 'epoch': 2.47}
{'loss': 1.3223, 'grad_norm': 13.17673110961914, 'learning_rate': 8.86092541617512e-06, 'epoch': 2.47}
{'loss': 1.3232, 'grad_norm': 10.589584350585938, 'learning_rate': 8.795386027002228e-06, 'epoch': 2.47}
{'loss': 1.3178, 'grad_norm': 11.733251571655273, 'learning_rate': 8.729846637829336e-06, 'epoch': 2.48}
{'loss': 1.3413, 'grad_norm': 11.566737174987793, 'learning_rate': 8.664307248656444e-06, 'epoch': 2.48}
{'loss': 1.3155, 'grad_norm': 12.58884048461914, 'learning_rate': 8.59876785948355e-06, 'epoch': 2.49}
{'loss': 1.3571, 'grad_norm': 11.067747116088867, 'learning_rate': 8.533228470310658e-06, 'epoch': 2.49}
{'loss': 1.3175, 'grad_norm': 12.845010757446289, 'learning_rate': 8.467689081137764e-06, 'epoch': 2.49}
{'loss': 1.4291, 'grad_norm': 12.185032844543457, 'learning_rate': 8.40870363088216e-06, 'epoch': 2.5}
{'loss': 1.3091, 'grad_norm': 11.26357364654541, 'learning_rate': 8.343164241709267e-06, 'epoch': 2.5}
{'loss': 1.312, 'grad_norm': 11.89684772491455, 'learning_rate': 8.277624852536375e-06, 'epoch': 2.5}
{'loss': 1.3499, 'grad_norm': 11.802083015441895, 'learning_rate': 8.212085463363483e-06, 'epoch': 2.51}
{'loss': 1.3526, 'grad_norm': 12.386724472045898, 'learning_rate': 8.146546074190589e-06, 'epoch': 2.51}
{'loss': 1.4126, 'grad_norm': 10.799707412719727, 'learning_rate': 8.081006685017697e-06, 'epoch': 2.52}
{'loss': 1.3194, 'grad_norm': 10.298567771911621, 'learning_rate': 8.015467295844803e-06, 'epoch': 2.52}
{'loss': 1.4227, 'grad_norm': 11.710922241210938, 'learning_rate': 7.949927906671909e-06, 'epoch': 2.52}
{'loss': 1.3255, 'grad_norm': 11.6284761428833, 'learning_rate': 7.884388517499017e-06, 'epoch': 2.53}
{'loss': 1.3161, 'grad_norm': 11.72167682647705, 'learning_rate': 7.818849128326125e-06, 'epoch': 2.53}
{'loss': 1.4323, 'grad_norm': 10.584525108337402, 'learning_rate': 7.753309739153232e-06, 'epoch': 2.54}
{'loss': 1.3596, 'grad_norm': 9.966052055358887, 'learning_rate': 7.687770349980338e-06, 'epoch': 2.54}
